"species,""variable"",""moran"",""p_vlaue_M"",""Geary"",""p_vlaue_G"""
"Z_speciosa,""bio6"",0.119866582954011,0.105189968268184,0.85502299191359,0.138857621440465"
"Z_speciosa,""bio7"",0.683966883865501,1.55897506083368e-08,0.31841626281663,8.60918443258518e-08"
"Z_tamara,""bio13"",0.380485239412453,6.77598721526737e-09,0.615313635442291,1.27563378197037e-08"
"Z_tamara,""bio14"",0.373836184658184,9.01845720545475e-09,0.631329959322715,7.62311461650597e-08"
"Z_tamara,""bio5"",0.150541944696957,0.00986382879896163,0.858013233331133,0.0201607857765492"
"Z_tamara,""bio6"",0.301851773941061,2.71303780505338e-06,0.683266443510684,2.59415458580478e-06"
"Z_tamara,""bio7"",0.209920858544038,0.000682276517490154,0.785804438003465,0.00101734124119063"
"Z_turkmenica,""bio13"",0.453342353679113,9.54272751449363e-10,0.562399511848133,2.91747315372645e-08"
"Z_turkmenica,""bio14"",0.733517927074353,1.35125504353974e-23,0.277866442863346,1.52875168111616e-17"
"Z_turkmenica,""bio5"",0.546560536130893,3.89977293784686e-13,0.462964246169315,8.17363322247755e-12"
"Z_turkmenica,""bio6"",0.389302973975636,1.42256377707128e-07,0.603003133019943,2.74997329976806e-07"
"Z_turkmenica,""bio7"",0.820713347919245,1.06055582526313e-26,0.176714226964755,9.98467830739102e-26"
