genus,species,y,x,Endemic
Zygaena,Zygaena turkmenica,35.22997222,54.63968611,F
Zygaena,Zygaena cacuminum,36.553382,54.409935,T
Zygaena,Zygaena carniolica,36.53415,54.43575556,F
Zygaena,Zygaena ecki,36.53415,54.43575556,T
Zygaena,Zygaena carniolica,36.469208,54.325464,F
Zygaena,Zygaena ecki,36.469208,54.325464,T
Zygaena,Zygaena dorycnii,36.62266667,51.46959444,F
Zygaena,Zygaena loti,36.6215,51.47175833,F
Zygaena,Zygaena dorycnii,36.43371111,51.85839167,F
Zygaena,Zygaena minos,36.305662,53.579231,F
Zygaena,Zygaena cambysea,36.553382,54.409935,F
Zygaena,Zygaena loti,36.553382,54.409935,F
Zygaena,Zygaena minos,36.47293611,54.18841111,F
Zygaena,Zygaena pseudorubricundus,37.41806111,55.73508889,T
Zygaena,Zygaena tamara,37.64184722,46.23120556,F
Zygaena,Zygaena cambysea,37.64184722,46.23120556,F
Zygaena,Zygaena dorycnii,37.61014722,48.75468889,F
Zygaena,Zygaena cambysea,37.64184722,46.23120556,F
Zygaena,Zygaena loti,36.21797,51.371916,F
Jordanita,Jordanita anatolica,38.15455,46.31906111,F
Zygaena,Zygaena tamara,35.625394,47.126312,F
Jordanita,Jordanita subsolana,38.565825,46.01746944,F
Zygaena,Zygaena christa,38.70555556,46.02222222,T
Jordanita,Jordanita notata,39.333,47.853,F
Zygaenoprocris,Zygaenoprocris obscura,36.808694,49.42146,F
Zygaena,Zygaena cambysea,36.808694,49.42146,F
Zygaena,Zygaena christa,38.565825,46.01746944,T
Zygaena,Zygaena loti,36.79881111,50.61031389,F
Zygaena,Zygaena haberhaueri,36.65001111,50.52562222,F
Zygaena,Zygaena carniolica,37.39621111,48.74440278,F
Zygaena,Zygaena loti,36.97321389,49.13495556,F
Zygaenoprocris,Zygaenoprocris obscura,36.849275,49.59772222,F
Zygaena,Zygaena loti,36.85972222,50.50126667,F
Zygaena,Zygaena dorycnii,36.61701667,54.49606111,F
Zygaena,Zygaena dorycnii,36.509219,51.141838,F
Zygaena,Zygaena dorycnii,36.441778,51.054056,F
Zygaena,Zygaena carniolica,36.417682,51.008424,F
Zygaena,Zygaena loti,36.415418,51.039636,F
Zygaena,Zygaena dorycnii,36.53268889,53.17047222,F
Zygaena,Zygaena carniolica,35.90214,53.23246,F
Zygaena,Zygaena cacuminum,36.516429,54.429327,T
Zygaena,Zygaena manlia,36.53333334,54.43333334,T
Zygaena,Zygaena cacuminum,36.53333334,54.43333334,T
Zygaena,Zygaena cacuminum,36.53333334,54.43333334,T
Zygaena,Zygaena manlia,36.53333334,54.43333334,T
Zygaena,Zygaena ecki,36.529751,54.405768,T
Zygaena,Zygaena rosinae,36.389936,56.228853,F
Zygaena,Zygaena carniolica,36.469208,54.325464,F
Zygaena,Zygaena ecki,36.469208,54.325464,T
Zygaena,Zygaena speciosa,36.286431,50.819293,T
Zygaenoprocris,Zygaenoprocris rjabovi,36.520853,54.399376,T
Zygaena,Zygaena cacuminum,36.532091,54.406889,T
Zygaena,Zygaena cambysea,36.59155833,50.78574167,F
Zygaena,Zygaena ecki,32.370591,48.442475,T
Zygaena,Zygaena speciosa,36.41336,51.004294,T
Jordanita,Jordanita subsolana,38.16060833,48.06950278,F
Zygaena,Zygaena loti,37.741521,48.566475,F
Zygaena,Zygaena loti,38.87482222,47.07780833,F
Zygaenoprocris,Zygaenoprocris hofmanni,36.56011667,54.7125,T
Zygaena,Zygaena speciosa,36.361535,50.969189,T
Zygaena,Zygaena haberhaueri,36.184323,51.535228,F
Jordanita,Jordanita kurdica,36.698824,55.044063,F
Zygaena,Zygaena rosinae,36.150427,51.259891,F
Zygaena,Zygaena dorycnii,36.68144444,49.56833333,F
Zygaena,Zygaena pseudorubricundus,36.849275,49.59772222,T
Zygaena,Zygaena loti,36.729658,49.740619,F
Zygaena,Zygaena manlia,36.14455278,51.30593611,T
Zygaena,Zygaena speciosa,36.690875,50.49241667,T
Zygaena,Zygaena tamara,36.690875,50.49241667,F
Zygaena,Zygaena haberhaueri,36.690875,50.49241667,F
Zygaena,Zygaena carniolica,36.690875,50.49241667,F
Zygaena,Zygaena loti,36.690875,50.49241667,F
Zygaena,Zygaena speciosa,36.7,50.5,T
Zygaena,Zygaena tamara,36.68333334,50.53333334,F
Zygaena,Zygaena tamara,36.65,50.43333334,F
Zygaena,Zygaena tamara,36.44514722,50.70184722,F
Zygaena,Zygaena haberhaueri,36.54605833,50.80717778,F
Zygaena,Zygaena loti,36.62151389,50.67228333,F
Zygaenoprocris,Zygaenoprocris mystrocera,36.46671,54.565353,F
Zygaena,Zygaena turkmenica,37.399772,55.766444,F
Zygaena,Zygaena dorycnii,37.37366944,55.9392,F
Zygaenoprocris,Zygaenoprocris obscura,37.4,55.766667,F
Zygaena,Zygaena minos,37.4,55.766667,F
Zygaena,Zygaena viciae,37.4,55.766667,F
Zygaena,Zygaena esseni,36.600168,59.53802,T
Zygaena,Zygaena dorycnii,37.40383889,55.79075,F
Zygaenoprocris,Zygaenoprocris obscura,37.396529,48.53733,F
Zygaena,Zygaena carniolica,37.49603611,48.51566944,F
Zygaena,Zygaena turkmenica,36.548749,54.676943,F
Zygaenoprocris,Zygaenoprocris kliri,35.18333334,51.01666667,T
Zygaena,Zygaena dorycnii,36.345453,51.264522,F
Zygaena,Zygaena speciosa,37.78986111,46.29131944,T
Zygaena,Zygaena loti,36.66375,50.82319722,F
Zygaena,Zygaena dorycnii,36.57966944,50.79059444,F
Zygaena,Zygaena minos,36.62814167,51.41688889,F
Zygaenoprocris,Zygaenoprocris rjabovi,36.53415,54.43575556,T
Zygaena,Zygaena loti,36.43999722,51.10185833,F
Zygaena,Zygaena loti,36.250251,51.304031,F
Zygaena,Zygaena dorycnii,37.79758,48.965275,F
Zygaena,Zygaena dorycnii,37.34359167,56.02995833,F
Zygaena,Zygaena dorycnii,36.250251,51.304031,F
Zygaena,Zygaena carniolica,38.88236944,47.08064444,F
Zygaena,Zygaena filipendulae,38.13564444,45.74966111,F
Zygaena,Zygaena dorycnii,38.916722,46.785086,F
Zygaena,Zygaena loti,37.742782,48.571764,F
Zygaena,Zygaena filipendulae,36.82913889,47.25027222,F
Zygaena,Zygaena filipendulae,36.69646667,48.71988611,F
Zygaena,Zygaena dorycnii,38.42313056,48.82345278,F
Zygaena,Zygaena tamara,36.272154,46.856892,F
Jordanita,Jordanita horni,38.81558611,46.6698,F
Zygaena,Zygaena afghana,35.5628,58.5401,F
Zygaena,Zygaena afghana,35.5628,58.5401,F
Zygaena,Zygaena afghana,35.5628,58.5401,F
Zygaena,Zygaena afghana,35.5628,58.5401,F
Zygaena,Zygaena afghana,35.5628,58.5401,F
Zygaena,Zygaena afghana,35.5628,58.5401,F
Zygaena,Zygaena afghana,35.5628,58.5401,F
Zygaena,Zygaena afghana,35.5628,58.5401,F
Zygaena,Zygaena afghana,35.5628,58.5401,F
Zygaena,Zygaena afghana,35.5628,58.5401,F
Zygaena,Zygaena afghana,35.5628,58.5401,F
Zygaena,Zygaena afghana,35.5628,58.5401,F
Zygaena,Zygaena afghana,35.5599,58.5585,F
Zygaena,Zygaena afghana,35.5005,59.1668,F
Zygaena,Zygaena afghana,35.4249,59.9019,F
Zygaena,Zygaena aisha,28.9966,57.9593,T
Zygaena,Zygaena aisha,28.9966,57.9593,T
Zygaena,Zygaena aisha,28.9966,57.9593,T
Zygaena,Zygaena aisha,28.9966,57.9593,T
Zygaena,Zygaena aisha,28.9966,57.9593,T
Zygaena,Zygaena aisha,28.9966,57.9593,T
Zygaena,Zygaena aisha,28.9966,57.9593,T
Zygaena,Zygaena aisha,28.9966,57.9593,T
Zygaena,Zygaena aisha,28.9966,57.9593,T
Zygaena,Zygaena aisha,28.9966,57.9593,T
Zygaena,Zygaena aisha,28.9966,57.9593,T
Zygaena,Zygaena aisha,29.2017,57.2695,T
Zygaena,Zygaena aisha,29.042,57.9399,T
Zygaena,Zygaena aisha,29.2134,57.2624,T
Zygaena,Zygaena aisha,29.4477,56.8819,T
Zygaena,Zygaena araxis,36.6903,48.7303,F
Zygaena,Zygaena araxis,35.5228,49.0725,F
Zygaena,Zygaena araxis,33.6119,50.9956,F
Zygaena,Zygaena araxis,33.6119,50.9956,F
Zygaena,Zygaena araxis,33.6119,50.9956,F
Zygaena,Zygaena araxis,33.6119,50.9956,F
Zygaena,Zygaena araxis,33.6119,50.9956,F
Zygaena,Zygaena araxis,33.6119,50.9956,F
Zygaena,Zygaena araxis,33.6119,50.9956,F
Zygaena,Zygaena araxis,33.6119,50.9956,F
Zygaena,Zygaena araxis,33.6119,50.9956,F
Zygaena,Zygaena araxis,33.6119,50.9956,F
Zygaena,Zygaena araxis,33.6119,50.9956,F
Zygaena,Zygaena araxis,32.9063,50.1087,F
Zygaena,Zygaena araxis,32.2128,51.093,F
Zygaena,Zygaena araxis,36.5408,54.4358,F
Zygaena,Zygaena araxis,36.5408,54.4358,F
Zygaena,Zygaena araxis,36.5408,54.4358,F
Zygaena,Zygaena araxis,36.5408,54.4358,F
Zygaena,Zygaena araxis,36.5408,54.4358,F
Zygaena,Zygaena araxis,36.5408,54.4358,F
Zygaena,Zygaena araxis,36.5408,54.4358,F
Zygaena,Zygaena araxis,36.5408,54.4358,F
Zygaena,Zygaena araxis,36.5408,54.4358,F
Zygaena,Zygaena araxis,36.5408,54.4358,F
Zygaena,Zygaena araxis,36.5408,54.4358,F
Zygaena,Zygaena araxis,35.8358,51.4088,F
Zygaena,Zygaena araxis,35.8358,51.4088,F
Zygaena,Zygaena bakhtiyari,32.1579,50.1857,T
Zygaena,Zygaena brizae,36.3848,50.216,F
Zygaena,Zygaena brizae,37.3814,48.5392,F
Zygaena,Zygaena brizae,37.6422,48.5627,F
Zygaena,Zygaena brizae,37.5228,48.4385,F
Zygaena,Zygaena brizae,36.5636,47.2994,F
Zygaena,Zygaena cacuminum,36.5416,54.4921,T
Zygaena,Zygaena cacuminum,36.5416,54.4921,T
Zygaena,Zygaena cacuminum,36.5416,54.4921,T
Zygaena,Zygaena cacuminum,36.5416,54.4921,T
Zygaena,Zygaena cacuminum,36.5416,54.4921,T
Zygaena,Zygaena cacuminum,36.5416,54.4921,T
Zygaena,Zygaena cacuminum,36.5416,54.4921,T
Zygaena,Zygaena cacuminum,36.5416,54.4921,T
Zygaena,Zygaena cacuminum,36.5416,54.4921,T
Zygaena,Zygaena cacuminum,36.5416,54.4921,T
Zygaena,Zygaena cacuminum,36.5416,54.4921,T
Zygaena,Zygaena cacuminum,36.6021,54.7174,T
Zygaena,Zygaena cacuminum,36.5853,54.741,T
Zygaena,Zygaena cambysea,36.7006,50.4922,F
Zygaena,Zygaena cambysea,36.5416,54.4921,F
Zygaena,Zygaena cambysea,36.6364,50.4326,F
Zygaena,Zygaena cambysea,36.148,51.2727,F
Zygaena,Zygaena cambysea,36.6903,48.7303,F
Zygaena,Zygaena cambysea,36.0698,45.98,F
Zygaena,Zygaena cambysea,38.8614,46.9613,F
Zygaena,Zygaena cambysea,35.5228,49.0725,F
Zygaena,Zygaena cambysea,35.5212,49.1464,F
Zygaena,Zygaena cambysea,33.2101,50.2698,F
Zygaena,Zygaena cambysea,33.1728,50.3973,F
Zygaena,Zygaena cambysea,31.7578,51.5407,F
Zygaena,Zygaena cambysea,32.9005,50.0867,F
Zygaena,Zygaena cambysea,36.3848,50.216,F
Zygaena,Zygaena cambysea,36.6182,47.3113,F
Zygaena,Zygaena cambysea,36.6065,47.3504,F
Zygaena,Zygaena cambysea,34.0196,48.3178,F
Zygaena,Zygaena cambysea,32.1579,50.1857,F
Zygaena,Zygaena cambysea,30.8946,52.5681,F
Zygaena,Zygaena cambysea,36.1489,51.268,F
Zygaena,Zygaena cambysea,36.6465,50.4299,F
Zygaena,Zygaena cambysea,34.1019,50.8849,F
Zygaena,Zygaena cambysea,36.5508,54.6361,F
Zygaena,Zygaena cambysea,35.6066,49.2086,F
Zygaena,Zygaena cambysea,33.0032,50.0639,F
Zygaena,Zygaena cambysea,32.5734,50.6759,F
Zygaena,Zygaena cambysea,34.6346,50.0893,F
Zygaena,Zygaena cambysea,29.5827,51.9402,F
Zygaena,Zygaena cambysea,29.5827,51.9402,F
Zygaena,Zygaena cambysea,29.5827,51.9402,F
Zygaena,Zygaena cambysea,29.5827,51.9402,F
Zygaena,Zygaena cambysea,29.5827,51.9402,F
Zygaena,Zygaena cambysea,29.5827,51.9402,F
Zygaena,Zygaena cambysea,29.5827,51.9402,F
Zygaena,Zygaena cambysea,29.5827,51.9402,F
Zygaena,Zygaena cambysea,29.5827,51.9402,F
Zygaena,Zygaena cambysea,29.5827,51.9402,F
Zygaena,Zygaena cambysea,29.5827,51.9402,F
Zygaena,Zygaena cambysea,32.744,50,F
Zygaena,Zygaena cambysea,32.744,50,F
Zygaena,Zygaena cambysea,32.744,50,F
Zygaena,Zygaena cambysea,32.744,50,F
Zygaena,Zygaena cambysea,32.744,50,F
Zygaena,Zygaena cambysea,32.744,50,F
Zygaena,Zygaena cambysea,32.744,50,F
Zygaena,Zygaena cambysea,32.744,50,F
Zygaena,Zygaena cambysea,32.744,50,F
Zygaena,Zygaena cambysea,32.744,50,F
Zygaena,Zygaena cambysea,32.744,50,F
Zygaena,Zygaena cambysea,32.733,50.0296,F
Zygaena,Zygaena cambysea,33.1202,50.4105,F
Zygaena,Zygaena cambysea,31.097,51.2917,F
Zygaena,Zygaena cambysea,36.1359,51.3315,F
Zygaena,Zygaena cambysea,36.0963,51.3165,F
Zygaena,Zygaena cambysea,36.562,54.4425,F
Zygaena,Zygaena cambysea,30.5127,51.6269,F
Zygaena,Zygaena cambysea,33.3618,49.2002,F
Zygaena,Zygaena cambysea,35.5972,49.221,F
Zygaena,Zygaena cambysea,32.9016,52.383,F
Zygaena,Zygaena cambysea,36.3029,51.2775,F
Zygaena,Zygaena cambysea,36.0977,51.314,F
Zygaena,Zygaena cambysea,36.1385,51.3156,F
Zygaena,Zygaena cambysea,36.0488,51.4208,F
Zygaena,Zygaena cambysea,36.0169,51.4947,F
Zygaena,Zygaena cambysea,36.2333,51.4333,F
Zygaena,Zygaena cambysea,30.2533,51.9943,F
Zygaena,Zygaena cambysea,33.2538,49.9386,F
Zygaena,Zygaena cambysea,28.9238,52.8334,F
Zygaena,Zygaena cambysea,36.1768,51.5416,F
Zygaena,Zygaena cambysea,36.1422,51.2581,F
Zygaena,Zygaena cambysea,36.138,51.3107,F
Zygaena,Zygaena cambysea,36.2157,51.3743,F
Zygaena,Zygaena cambysea,36.0677,46.8337,F
Zygaena,Zygaena carniolica,35.8115,51.3935,F
Zygaena,Zygaena carniolica,35.9605,51.6964,F
Zygaena,Zygaena carniolica,36.5418,50.4971,F
Zygaena,Zygaena carniolica,36.7006,50.4922,F
Zygaena,Zygaena carniolica,36.002,51.4399,F
Zygaena,Zygaena carniolica,36.8422,50.3896,F
Zygaena,Zygaena carniolica,35.9218,52.0953,F
Zygaena,Zygaena carniolica,36.5416,54.4921,F
Zygaena,Zygaena carniolica,36.6021,54.7174,F
Zygaena,Zygaena carniolica,36.5853,54.741,F
Zygaena,Zygaena carniolica,37.5247,44.6872,F
Zygaena,Zygaena carniolica,36.6903,48.7303,F
Zygaena,Zygaena carniolica,38.8514,46.9922,F
Zygaena,Zygaena carniolica,38.8614,46.9613,F
Zygaena,Zygaena carniolica,36.1489,51.268,F
Zygaena,Zygaena carniolica,37.4042,48.5025,F
Zygaena,Zygaena carniolica,37.5228,48.4385,F
Zygaena,Zygaena carniolica,38.8647,46.8274,F
Zygaena,Zygaena carniolica,35.7584,52.2294,F
Zygaena,Zygaena carniolica,36.6057,47.3234,F
Zygaena,Zygaena carniolica,37.3814,48.5392,F
Zygaena,Zygaena carniolica,36.0977,51.314,F
Zygaena,Zygaena carniolica,36.2333,51.4333,F
Zygaena,Zygaena carniolica,36.25,51.2833,F
Zygaena,Zygaena carniolica,36.3167,51.5667,F
Zygaena,Zygaena carniolica,36.2341,51.3097,F
Zygaena,Zygaena carniolica,36.2667,51.4833,F
Zygaena,Zygaena carniolica,35.9123,52.1264,F
Zygaena,Zygaena carniolica,36.0834,51.333,F
Zygaena,Zygaena carniolica,35.9784,51.7011,F
Zygaena,Zygaena carniolica,36.5,54.0667,F
Zygaena,Zygaena carniolica,37.712,48.565,F
Zygaena,Zygaena carniolica,37.4032,48.7088,F
Zygaena,Zygaena carniolica,35.9097,52.1045,F
Zygaena,Zygaena carniolica,35.9685,51.7017,F
Zygaena,Zygaena chirazica,31.7578,51.5407,T
Zygaena,Zygaena chirazica,31.423,51.5702,T
Zygaena,Zygaena chirazica,31.4182,51.5316,T
Zygaena,Zygaena chirazica,29.0678,57.5514,T
Zygaena,Zygaena chirazica,32.2128,51.093,T
Zygaena,Zygaena chirazica,30.7899,52.7224,T
Zygaena,Zygaena chirazica,30.8946,52.5681,T
Zygaena,Zygaena chirazica,34.1019,50.8849,T
Zygaena,Zygaena chirazica,34.1019,50.8849,T
Zygaena,Zygaena chirazica,34.1019,50.8849,T
Zygaena,Zygaena chirazica,34.1019,50.8849,T
Zygaena,Zygaena chirazica,34.1019,50.8849,T
Zygaena,Zygaena chirazica,34.1019,50.8849,T
Zygaena,Zygaena chirazica,34.1019,50.8849,T
Zygaena,Zygaena chirazica,34.1019,50.8849,T
Zygaena,Zygaena chirazica,34.1019,50.8849,T
Zygaena,Zygaena chirazica,34.1019,50.8849,T
Zygaena,Zygaena chirazica,34.1019,50.8849,T
Zygaena,Zygaena chirazica,29.5827,51.9402,T
Zygaena,Zygaena chirazica,28.9966,57.9593,T
Zygaena,Zygaena chirazica,29.0699,57.9181,T
Zygaena,Zygaena chirazica,31.097,51.2917,T
Zygaena,Zygaena chirazica,30.8787,51.5241,T
Zygaena,Zygaena chirazica,30.8787,51.5241,T
Zygaena,Zygaena chirazica,30.8787,51.5241,T
Zygaena,Zygaena chirazica,30.8787,51.5241,T
Zygaena,Zygaena chirazica,30.8787,51.5241,T
Zygaena,Zygaena chirazica,30.8787,51.5241,T
Zygaena,Zygaena chirazica,30.8787,51.5241,T
Zygaena,Zygaena chirazica,30.8787,51.5241,T
Zygaena,Zygaena chirazica,30.8787,51.5241,T
Zygaena,Zygaena chirazica,30.8787,51.5241,T
Zygaena,Zygaena chirazica,30.8787,51.5241,T
Zygaena,Zygaena chirazica,29.042,57.9399,T
Zygaena,Zygaena chirazica,29.042,57.9399,T
Zygaena,Zygaena chirazica,29.042,57.9399,T
Zygaena,Zygaena chirazica,29.042,57.9399,T
Zygaena,Zygaena chirazica,29.042,57.9399,T
Zygaena,Zygaena chirazica,29.042,57.9399,T
Zygaena,Zygaena chirazica,29.042,57.9399,T
Zygaena,Zygaena chirazica,29.042,57.9399,T
Zygaena,Zygaena chirazica,29.042,57.9399,T
Zygaena,Zygaena chirazica,29.042,57.9399,T
Zygaena,Zygaena chirazica,29.042,57.9399,T
Zygaena,Zygaena chirazica,29.4059,56.6313,T
Zygaena,Zygaena chirazica,29.6049,56.6676,T
Zygaena,Zygaena chirazica,33.4959,51.6693,T
Zygaena,Zygaena chirazica,30.2946,51.9228,T
Zygaena,Zygaena chirazica,30.3209,51.8806,T
Zygaena,Zygaena chirazica,30.3175,51.9672,T
Zygaena,Zygaena chirazica,30.8783,51.5237,T
Zygaena,Zygaena chirazica,29.3733,53.1807,T
Zygaena,Zygaena chirazica,30.3167,51.8833,T
Zygaena,Zygaena chirazica,29.6526,52.1322,T
Zygaena,Zygaena chirazica,29.6526,52.1322,T
Zygaena,Zygaena chirazica,29.6526,52.1322,T
Zygaena,Zygaena chirazica,29.6526,52.1322,T
Zygaena,Zygaena chirazica,29.6526,52.1322,T
Zygaena,Zygaena chirazica,29.6526,52.1322,T
Zygaena,Zygaena chirazica,29.6526,52.1322,T
Zygaena,Zygaena chirazica,29.6526,52.1322,T
Zygaena,Zygaena chirazica,29.6526,52.1322,T
Zygaena,Zygaena chirazica,29.6526,52.1322,T
Zygaena,Zygaena chirazica,29.6526,52.1322,T
Zygaena,Zygaena chirazica,29.6712,52.0255,T
Zygaena,Zygaena chirazica,29.7602,52.3486,T
Zygaena,Zygaena chirazica,32.9683,52.3763,T
Zygaena,Zygaena chirazica,28.9238,52.8334,T
Zygaena,Zygaena chirazica,33.4473,51.6733,T
Zygaena,Zygaena christa,38.7475,45.8302,T
Zygaena,Zygaena christa,38.593,46.0416,T
Zygaena,Zygaena christa,38.5894,46.0028,T
Zygaena,Zygaena christa,38.5894,46.0028,T
Zygaena,Zygaena christa,38.5894,46.0028,T
Zygaena,Zygaena christa,38.5894,46.0028,T
Zygaena,Zygaena christa,38.5894,46.0028,T
Zygaena,Zygaena christa,38.5894,46.0028,T
Zygaena,Zygaena christa,38.5894,46.0028,T
Zygaena,Zygaena christa,38.5894,46.0028,T
Zygaena,Zygaena christa,38.5894,46.0028,T
Zygaena,Zygaena christa,38.5894,46.0028,T
Zygaena,Zygaena cuvieri,36.6903,48.7303,F
Zygaena,Zygaena cuvieri,36.6903,48.7303,F
Zygaena,Zygaena cuvieri,36.0698,45.98,F
Zygaena,Zygaena cuvieri,35.5228,49.0725,F
Zygaena,Zygaena cuvieri,35.5228,49.0725,F
Zygaena,Zygaena cuvieri,35.5228,49.0725,F
Zygaena,Zygaena cuvieri,35.5228,49.0725,F
Zygaena,Zygaena cuvieri,35.5228,49.0725,F
Zygaena,Zygaena cuvieri,35.5228,49.0725,F
Zygaena,Zygaena cuvieri,35.5228,49.0725,F
Zygaena,Zygaena cuvieri,35.5228,49.0725,F
Zygaena,Zygaena cuvieri,35.5228,49.0725,F
Zygaena,Zygaena cuvieri,35.5228,49.0725,F
Zygaena,Zygaena cuvieri,35.5228,49.0725,F
Zygaena,Zygaena cuvieri,35.5212,49.1464,F
Zygaena,Zygaena cuvieri,35.5212,49.1464,F
Zygaena,Zygaena cuvieri,32.9005,50.0867,F
Zygaena,Zygaena cuvieri,32.9005,50.0867,F
Zygaena,Zygaena cuvieri,36.6182,47.3113,F
Zygaena,Zygaena cuvieri,32.9063,50.1087,F
Zygaena,Zygaena cuvieri,32.9063,50.1087,F
Zygaena,Zygaena cuvieri,33.3781,49.1864,F
Zygaena,Zygaena cuvieri,33.3781,49.1864,F
Zygaena,Zygaena cuvieri,33.4859,48.6862,F
Zygaena,Zygaena cuvieri,33.4859,48.6862,F
Zygaena,Zygaena cuvieri,33.0225,50.0702,F
Zygaena,Zygaena cuvieri,33.0225,50.0702,F
Zygaena,Zygaena cuvieri,32.2167,51.093,F
Zygaena,Zygaena cuvieri,32.2167,51.093,F
Zygaena,Zygaena cuvieri,34.626,50.0873,F
Zygaena,Zygaena cuvieri,34.626,50.0873,F
Zygaena,Zygaena cuvieri,35.8744,52.1028,F
Zygaena,Zygaena cuvieri,35.8744,52.1028,F
Zygaena,Zygaena cuvieri,36.7217,48.7755,F
Zygaena,Zygaena cuvieri,36.7217,48.7755,F
Zygaena,Zygaena cuvieri,36.6936,48.7319,F
Zygaena,Zygaena cuvieri,36.6936,48.7319,F
Zygaena,Zygaena cuvieri,36.6057,47.3234,F
Zygaena,Zygaena cuvieri,34.1273,46.6088,F
Zygaena,Zygaena cuvieri,33.2538,49.9386,F
Zygaena,Zygaena cuvieri,33.2538,49.9386,F
Zygaena,Zygaena cuvieri,34.6416,48.4878,F
Zygaena,Zygaena cuvieri,34.6416,48.4878,F
Zygaena,Zygaena cuvieri,34.6416,48.4878,F
Zygaena,Zygaena cuvieri,34.6416,48.4878,F
Zygaena,Zygaena cuvieri,34.6416,48.4878,F
Zygaena,Zygaena cuvieri,34.6416,48.4878,F
Zygaena,Zygaena cuvieri,34.6416,48.4878,F
Zygaena,Zygaena cuvieri,34.6416,48.4878,F
Zygaena,Zygaena cuvieri,34.6416,48.4878,F
Zygaena,Zygaena cuvieri,34.6416,48.4878,F
Zygaena,Zygaena cuvieri,34.6416,48.4878,F
Zygaena,Zygaena cuvieri,34.049,48.3709,F
Zygaena,Zygaena cuvieri,34.049,48.3709,F
Zygaena,Zygaena dorycnii,36.6364,50.4326,F
Zygaena,Zygaena dorycnii,38.8631,46.925,F
Zygaena,Zygaena dorycnii,38.8514,46.9922,F
Zygaena,Zygaena dorycnii,38.8593,46.8564,F
Zygaena,Zygaena dorycnii,36.1666,51.125,F
Zygaena,Zygaena dorycnii,35.8693,52.931,F
Zygaena,Zygaena dorycnii,36.6465,50.4299,F
Zygaena,Zygaena dorycnii,36.6322,50.424,F
Zygaena,Zygaena dorycnii,36.8665,50.506,F
Zygaena,Zygaena dorycnii,36.7537,48.8043,F
Zygaena,Zygaena dorycnii,36.1517,51.3077,F
Zygaena,Zygaena dorycnii,36.25,51.2833,F
Zygaena,Zygaena dorycnii,36.4286,51.0375,F
Zygaena,Zygaena dorycnii,36.7489,55.0363,F
Zygaena,Zygaena dorycnii,37.6379,48.5549,F
Zygaena,Zygaena dorycnii,38.8641,47.0407,F
Zygaena,Zygaena dorycnii,35.8937,52.9792,F
Zygaena,Zygaena ecki,35.9605,51.6964,T
Zygaena,Zygaena ecki,36.5416,54.4921,T
Zygaena,Zygaena ecki,36.5416,54.4921,T
Zygaena,Zygaena ecki,36.5416,54.4921,T
Zygaena,Zygaena ecki,36.5416,54.4921,T
Zygaena,Zygaena ecki,36.5416,54.4921,T
Zygaena,Zygaena ecki,36.5416,54.4921,T
Zygaena,Zygaena ecki,36.5416,54.4921,T
Zygaena,Zygaena ecki,36.5416,54.4921,T
Zygaena,Zygaena ecki,36.5416,54.4921,T
Zygaena,Zygaena ecki,36.5416,54.4921,T
Zygaena,Zygaena ecki,36.5416,54.4921,T
Zygaena,Zygaena ecki,36.6021,54.7174,T
Zygaena,Zygaena ecki,36.5853,54.741,T
Zygaena,Zygaena ecki,36.148,51.2727,T
Zygaena,Zygaena ecki,36.1489,51.268,T
Zygaena,Zygaena ecki,35.9097,52.1045,T
Zygaena,Zygaena ecki,35.9097,52.1045,T
Zygaena,Zygaena ecki,35.9097,52.1045,T
Zygaena,Zygaena ecki,35.9097,52.1045,T
Zygaena,Zygaena ecki,35.9097,52.1045,T
Zygaena,Zygaena ecki,35.9097,52.1045,T
Zygaena,Zygaena ecki,35.9097,52.1045,T
Zygaena,Zygaena ecki,35.9097,52.1045,T
Zygaena,Zygaena ecki,35.9097,52.1045,T
Zygaena,Zygaena ecki,35.9097,52.1045,T
Zygaena,Zygaena ecki,35.9097,52.1045,T
Zygaena,Zygaena ecki,36.1768,51.5416,T
Zygaena,Zygaena ecki,36.1565,51.3052,T
Zygaena,Zygaena ecki,36.1422,51.2581,T
Zygaena,Zygaena ecki,35.9685,51.7017,T
Zygaena,Zygaena escalerai,32.9005,50.0867,F
Zygaena,Zygaena escalerai,30.7062,52.0862,F
Zygaena,Zygaena escalerai,30.7062,52.0862,F
Zygaena,Zygaena escalerai,31.5669,51.2147,F
Zygaena,Zygaena escalerai,31.348,51.1518,F
Zygaena,Zygaena escalerai,33.0032,50.0639,F
Zygaena,Zygaena escalerai,29.5827,51.9402,F
Zygaena,Zygaena escalerai,29.5827,51.9402,F
Zygaena,Zygaena escalerai,29.5827,51.9402,F
Zygaena,Zygaena escalerai,29.5827,51.9402,F
Zygaena,Zygaena escalerai,29.5827,51.9402,F
Zygaena,Zygaena escalerai,29.5827,51.9402,F
Zygaena,Zygaena escalerai,29.5827,51.9402,F
Zygaena,Zygaena escalerai,29.5827,51.9402,F
Zygaena,Zygaena escalerai,29.5827,51.9402,F
Zygaena,Zygaena escalerai,29.5827,51.9402,F
Zygaena,Zygaena escalerai,29.5827,51.9402,F
Zygaena,Zygaena escalerai,31.097,51.2917,F
Zygaena,Zygaena escalerai,30.8608,51.4771,F
Zygaena,Zygaena escalerai,30.3225,51.8758,F
Zygaena,Zygaena escalerai,31.6747,51.2087,F
