genus,species,y,x,Endemic
Zygaena,Zygaena escalerai,29.6213,52.2373,F
Zygaena,Zygaena escalerai,33.3809,49.1773,F
Zygaena,Zygaena escalerai,32.367,50.384,F
Zygaena,Zygaena escalerai,33.333,48.8738,F
Zygaena,Zygaena escalerai,29.3691,53.1838,F
Zygaena,Zygaena escalerai,29.35,53.267,F
Zygaena,Zygaena escalerai,29.1558,54.7626,F
Zygaena,Zygaena escalerai,29.1558,54.7626,F
Zygaena,Zygaena escalerai,29.1558,54.7626,F
Zygaena,Zygaena escalerai,29.1558,54.7626,F
Zygaena,Zygaena escalerai,29.1558,54.7626,F
Zygaena,Zygaena escalerai,29.1558,54.7626,F
Zygaena,Zygaena escalerai,29.1558,54.7626,F
Zygaena,Zygaena escalerai,29.1558,54.7626,F
Zygaena,Zygaena escalerai,29.1558,54.7626,F
Zygaena,Zygaena escalerai,29.1558,54.7626,F
Zygaena,Zygaena escalerai,29.1558,54.7626,F
Zygaena,Zygaena escalerai,32.3147,50.22,F
Zygaena,Zygaena escalerai,32.3147,50.22,F
Zygaena,Zygaena escalerai,32.3147,50.22,F
Zygaena,Zygaena escalerai,32.3147,50.22,F
Zygaena,Zygaena escalerai,32.3147,50.22,F
Zygaena,Zygaena escalerai,32.3147,50.22,F
Zygaena,Zygaena escalerai,32.3147,50.22,F
Zygaena,Zygaena escalerai,32.3147,50.22,F
Zygaena,Zygaena escalerai,32.3147,50.22,F
Zygaena,Zygaena escalerai,32.3147,50.22,F
Zygaena,Zygaena escalerai,32.3147,50.22,F
Zygaena,Zygaena escalerai,31.35,51.1333,F
Zygaena,Zygaena escalerai,31.1,51.2833,F
Zygaena,Zygaena escalerai,34.9506,48.4607,F
Zygaena,Zygaena escalerai,33.904,48.5624,F
Zygaena,Zygaena escalerai,30.2892,51.9255,F
Zygaena,Zygaena escalerai,30.2777,51.9604,F
Zygaena,Zygaena escalerai,30.7199,52.0441,F
Zygaena,Zygaena escalerai,30.7199,52.0441,F
Zygaena,Zygaena escalerai,30.7031,52.0017,F
Zygaena,Zygaena escalerai,30.7031,52.0017,F
Zygaena,Zygaena escalerai,30.7031,52.0017,F
Zygaena,Zygaena escalerai,30.7031,52.0017,F
Zygaena,Zygaena escalerai,30.7031,52.0017,F
Zygaena,Zygaena escalerai,30.7031,52.0017,F
Zygaena,Zygaena escalerai,30.7031,52.0017,F
Zygaena,Zygaena escalerai,30.7031,52.0017,F
Zygaena,Zygaena escalerai,30.7031,52.0017,F
Zygaena,Zygaena escalerai,30.7031,52.0017,F
Zygaena,Zygaena escalerai,30.7031,52.0017,F
Zygaena,Zygaena escalerai,30.7272,51.9813,F
Zygaena,Zygaena escalerai,30.7272,51.9813,F
Zygaena,Zygaena escalerai,33.8974,48.5491,F
Zygaena,Zygaena escalerai,33.8974,48.549,F
Zygaena,Zygaena esseni,36.8253,58.8106,T
Zygaena,Zygaena esseni,36.4657,59.522,T
Zygaena,Zygaena esseni,36.4657,59.522,T
Zygaena,Zygaena esseni,36.4657,59.522,T
Zygaena,Zygaena esseni,36.4657,59.522,T
Zygaena,Zygaena esseni,36.4657,59.522,T
Zygaena,Zygaena esseni,36.4657,59.522,T
Zygaena,Zygaena esseni,36.4657,59.522,T
Zygaena,Zygaena esseni,36.4657,59.522,T
Zygaena,Zygaena esseni,36.4657,59.522,T
Zygaena,Zygaena esseni,36.4657,59.522,T
Zygaena,Zygaena esseni,36.4657,59.522,T
Zygaena,Zygaena esseni,36.5137,59.3514,T
Zygaena,Zygaena esseni,36.5409,59.3684,T
Zygaena,Zygaena esseni,36.6014,59.1969,T
Zygaena,Zygaena esseni,36.0759,59.7653,T
Zygaena,Zygaena esseni,36.2158,59.7534,T
Zygaena,Zygaena esseni,36.1592,59.8201,T
Zygaena,Zygaena esseni,36.0817,59.915,T
Zygaena,Zygaena esseni,36.0443,60.0714,T
Zygaena,Zygaena esseni,36.0342,60.1553,T
Zygaena,Zygaena esseni,35.9894,60.0639,T
Zygaena,Zygaena esseni,35.99,59.646,T
Zygaena,Zygaena filipendulae,36.6903,48.7303,F
Zygaena,Zygaena filipendulae,36.0698,45.98,F
Zygaena,Zygaena filipendulae,38.8514,46.9922,F
Zygaena,Zygaena filipendulae,38.8614,46.9613,F
Zygaena,Zygaena filipendulae,38.8593,46.8564,F
Zygaena,Zygaena filipendulae,36.7537,48.8043,F
Zygaena,Zygaena filipendulae,36.5636,47.2994,F
Zygaena,Zygaena filipendulae,37.6379,48.5549,F
Zygaena,Zygaena fraxini,38.8514,46.9922,F
Zygaena,Zygaena fraxini,38.8514,46.9922,F
Zygaena,Zygaena fraxini,38.8514,46.9922,F
Zygaena,Zygaena fraxini,38.8514,46.9922,F
Zygaena,Zygaena fraxini,38.8514,46.9922,F
Zygaena,Zygaena fraxini,38.8514,46.9922,F
Zygaena,Zygaena fraxini,38.8514,46.9922,F
Zygaena,Zygaena fraxini,38.8514,46.9922,F
Zygaena,Zygaena fraxini,38.8514,46.9922,F
Zygaena,Zygaena fraxini,38.8514,46.9922,F
Zygaena,Zygaena fraxini,38.8514,46.9922,F
Zygaena,Zygaena fredi,36.5416,54.4921,T
Zygaena,Zygaena fredi,36.5416,54.4921,T
Zygaena,Zygaena fredi,36.148,51.2727,T
Zygaena,Zygaena fredi,33.2101,50.2698,T
Zygaena,Zygaena fredi,31.7578,51.5407,T
Zygaena,Zygaena fredi,31.423,51.5702,T
Zygaena,Zygaena fredi,31.4182,51.5316,T
Zygaena,Zygaena fredi,31.4182,51.5316,T
Zygaena,Zygaena fredi,31.4182,51.5316,T
Zygaena,Zygaena fredi,31.4182,51.5316,T
Zygaena,Zygaena fredi,31.4182,51.5316,T
Zygaena,Zygaena fredi,31.4182,51.5316,T
Zygaena,Zygaena fredi,31.4182,51.5316,T
Zygaena,Zygaena fredi,31.4182,51.5316,T
Zygaena,Zygaena fredi,31.4182,51.5316,T
Zygaena,Zygaena fredi,31.4182,51.5316,T
Zygaena,Zygaena fredi,31.4182,51.5316,T
Zygaena,Zygaena fredi,32.9005,50.0867,T
Zygaena,Zygaena fredi,29.0678,57.5514,T
Zygaena,Zygaena fredi,33.6119,50.9956,T
Zygaena,Zygaena fredi,34.0196,48.3178,T
Zygaena,Zygaena fredi,33.3664,49.2201,T
Zygaena,Zygaena fredi,32.2128,51.093,T
Zygaena,Zygaena fredi,32.1579,50.1857,T
Zygaena,Zygaena fredi,32.1579,50.1857,T
Zygaena,Zygaena fredi,32.1579,50.1857,T
Zygaena,Zygaena fredi,32.1579,50.1857,T
Zygaena,Zygaena fredi,32.1579,50.1857,T
Zygaena,Zygaena fredi,32.1579,50.1857,T
Zygaena,Zygaena fredi,32.1579,50.1857,T
Zygaena,Zygaena fredi,32.1579,50.1857,T
Zygaena,Zygaena fredi,32.1579,50.1857,T
Zygaena,Zygaena fredi,32.1579,50.1857,T
Zygaena,Zygaena fredi,32.1579,50.1857,T
Zygaena,Zygaena fredi,30.7899,52.7224,T
Zygaena,Zygaena fredi,30.8946,52.5681,T
Zygaena,Zygaena fredi,36.1489,51.268,T
Zygaena,Zygaena fredi,36.1489,51.268,T
Zygaena,Zygaena fredi,36.1489,51.268,T
Zygaena,Zygaena fredi,36.1489,51.268,T
Zygaena,Zygaena fredi,36.1489,51.268,T
Zygaena,Zygaena fredi,36.1489,51.268,T
Zygaena,Zygaena fredi,36.1489,51.268,T
Zygaena,Zygaena fredi,36.1489,51.268,T
Zygaena,Zygaena fredi,36.1489,51.268,T
Zygaena,Zygaena fredi,36.1489,51.268,T
Zygaena,Zygaena fredi,36.1489,51.268,T
Zygaena,Zygaena fredi,29.5827,51.9402,T
Zygaena,Zygaena fredi,29.5827,51.9402,T
Zygaena,Zygaena fredi,29.5827,51.9402,T
Zygaena,Zygaena fredi,29.5827,51.9402,T
Zygaena,Zygaena fredi,29.5827,51.9402,T
Zygaena,Zygaena fredi,29.5827,51.9402,T
Zygaena,Zygaena fredi,29.5827,51.9402,T
Zygaena,Zygaena fredi,29.5827,51.9402,T
Zygaena,Zygaena fredi,29.5827,51.9402,T
Zygaena,Zygaena fredi,29.5827,51.9402,T
Zygaena,Zygaena fredi,29.5827,51.9402,T
Zygaena,Zygaena fredi,29.5827,51.9402,T
Zygaena,Zygaena fredi,28.9966,57.9593,T
Zygaena,Zygaena fredi,28.9966,57.9593,T
Zygaena,Zygaena fredi,28.9966,57.9593,T
Zygaena,Zygaena fredi,28.9966,57.9593,T
Zygaena,Zygaena fredi,28.9966,57.9593,T
Zygaena,Zygaena fredi,28.9966,57.9593,T
Zygaena,Zygaena fredi,28.9966,57.9593,T
Zygaena,Zygaena fredi,28.9966,57.9593,T
Zygaena,Zygaena fredi,28.9966,57.9593,T
Zygaena,Zygaena fredi,28.9966,57.9593,T
Zygaena,Zygaena fredi,28.9966,57.9593,T
Zygaena,Zygaena fredi,32.744,50,T
Zygaena,Zygaena fredi,33.1202,50.4105,T
Zygaena,Zygaena fredi,31.097,51.2917,T
Zygaena,Zygaena fredi,29.0886,57.5363,T
Zygaena,Zygaena fredi,31.6251,54.1365,T
Zygaena,Zygaena fredi,31.6251,54.1365,T
Zygaena,Zygaena fredi,29.4059,56.6313,T
Zygaena,Zygaena fredi,29.0797,54.0146,T
Zygaena,Zygaena fredi,29.1324,53.8356,T
Zygaena,Zygaena fredi,28.8485,54.581,T
Zygaena,Zygaena fredi,28.9978,57.9032,T
Zygaena,Zygaena fredi,29.4945,56.6462,T
Zygaena,Zygaena fredi,29.2341,57.337,T
Zygaena,Zygaena fredi,37.2558,57.1357,T
Zygaena,Zygaena fredi,37.2558,57.1357,T
Zygaena,Zygaena fredi,37.2558,57.1357,T
Zygaena,Zygaena fredi,37.2558,57.1357,T
Zygaena,Zygaena fredi,37.2558,57.1357,T
Zygaena,Zygaena fredi,37.2558,57.1357,T
Zygaena,Zygaena fredi,37.2558,57.1357,T
Zygaena,Zygaena fredi,37.2558,57.1357,T
Zygaena,Zygaena fredi,37.2558,57.1357,T
Zygaena,Zygaena fredi,37.2558,57.1357,T
Zygaena,Zygaena fredi,37.2558,57.1357,T
Zygaena,Zygaena fredi,37.0608,57.9157,T
Zygaena,Zygaena fredi,36.5408,54.4358,T
Zygaena,Zygaena fredi,36.5544,54.6272,T
Zygaena,Zygaena fredi,35.8358,51.4088,T
Zygaena,Zygaena fredi,28.9238,52.8334,T
Zygaena,Zygaena fredi,36.2216,51.5789,T
Zygaena,Zygaena fredi,36.2069,52.0065,T
Zygaena,Zygaena fredi,28.8488,54.577,T
Zygaena,Zygaena fredi,29.4477,56.8819,T
Zygaena,Zygaena fredi,36.2216,51.5776,T
Zygaena,Zygaena fusca,33.4202,51.7945,T
Zygaena,Zygaena fusca,32.9016,52.383,T
Zygaena,Zygaena fusca,32.9016,52.383,T
Zygaena,Zygaena fusca,32.9016,52.383,T
Zygaena,Zygaena fusca,32.9016,52.383,T
Zygaena,Zygaena fusca,32.9016,52.383,T
Zygaena,Zygaena fusca,32.9016,52.383,T
Zygaena,Zygaena fusca,32.9016,52.383,T
Zygaena,Zygaena fusca,32.9016,52.383,T
Zygaena,Zygaena fusca,32.9016,52.383,T
Zygaena,Zygaena fusca,32.9016,52.383,T
Zygaena,Zygaena fusca,32.9016,52.383,T
Zygaena,Zygaena fusca,32.9,52.3833,T
Zygaena,Zygaena fusca,34.6426,50.0839,T
Zygaena,Zygaena fusca,34.6426,50.0839,T
Zygaena,Zygaena ginnereissi,29.0678,57.5514,T
Zygaena,Zygaena ginnereissi,29.0699,57.9181,T
Zygaena,Zygaena ginnereissi,29.0699,57.9181,T
Zygaena,Zygaena ginnereissi,29.0699,57.9181,T
Zygaena,Zygaena ginnereissi,29.0699,57.9181,T
Zygaena,Zygaena ginnereissi,29.0699,57.9181,T
Zygaena,Zygaena ginnereissi,29.0699,57.9181,T
Zygaena,Zygaena ginnereissi,29.0699,57.9181,T
Zygaena,Zygaena ginnereissi,29.0699,57.9181,T
Zygaena,Zygaena ginnereissi,29.0699,57.9181,T
Zygaena,Zygaena ginnereissi,29.0699,57.9181,T
Zygaena,Zygaena ginnereissi,29.0699,57.9181,T
Zygaena,Zygaena ginnereissi,29.042,57.9399,T
Zygaena,Zygaena haberhaueri,36.7006,50.4922,F
Zygaena,Zygaena haberhaueri,36.6364,50.4326,F
Zygaena,Zygaena haberhaueri,36.148,51.2727,F
Zygaena,Zygaena haberhaueri,36.148,51.2727,F
Zygaena,Zygaena haberhaueri,36.148,51.2727,F
Zygaena,Zygaena haberhaueri,36.148,51.2727,F
Zygaena,Zygaena haberhaueri,36.148,51.2727,F
Zygaena,Zygaena haberhaueri,36.148,51.2727,F
Zygaena,Zygaena haberhaueri,36.148,51.2727,F
Zygaena,Zygaena haberhaueri,36.148,51.2727,F
Zygaena,Zygaena haberhaueri,36.148,51.2727,F
Zygaena,Zygaena haberhaueri,36.148,51.2727,F
Zygaena,Zygaena haberhaueri,36.148,51.2727,F
Zygaena,Zygaena haberhaueri,36.6903,48.7303,F
Zygaena,Zygaena haberhaueri,37.8027,46.2796,F
Zygaena,Zygaena haberhaueri,37.8027,46.2796,F
Zygaena,Zygaena haberhaueri,37.8027,46.2796,F
Zygaena,Zygaena haberhaueri,37.8027,46.2796,F
Zygaena,Zygaena haberhaueri,37.8027,46.2796,F
Zygaena,Zygaena haberhaueri,37.8027,46.2796,F
Zygaena,Zygaena haberhaueri,37.8027,46.2796,F
Zygaena,Zygaena haberhaueri,37.8027,46.2796,F
Zygaena,Zygaena haberhaueri,37.8027,46.2796,F
Zygaena,Zygaena haberhaueri,37.8027,46.2796,F
Zygaena,Zygaena haberhaueri,38.3542,46.8633,F
Zygaena,Zygaena haberhaueri,38.8514,46.9922,F
Zygaena,Zygaena haberhaueri,35.5212,49.1464,F
Zygaena,Zygaena haberhaueri,38.9838,46.7005,F
Zygaena,Zygaena haberhaueri,36.3848,50.216,F
Zygaena,Zygaena haberhaueri,36.6065,47.3504,F
Zygaena,Zygaena haberhaueri,36.1489,51.268,F
Zygaena,Zygaena haberhaueri,36.6888,50.5327,F
Zygaena,Zygaena haberhaueri,36.6465,50.4299,F
Zygaena,Zygaena haberhaueri,36.1359,51.3315,F
Zygaena,Zygaena haberhaueri,36.0963,51.3165,F
Zygaena,Zygaena haberhaueri,36.7537,48.8043,F
Zygaena,Zygaena haberhaueri,36.6057,47.3234,F
Zygaena,Zygaena haberhaueri,37.3814,48.5392,F
Zygaena,Zygaena haberhaueri,37.5228,48.4385,F
Zygaena,Zygaena haberhaueri,36.3029,51.2775,F
Zygaena,Zygaena haberhaueri,36.1946,51.3438,F
Zygaena,Zygaena haberhaueri,36.2341,51.3097,F
Zygaena,Zygaena haberhaueri,36.2105,51.4049,F
Zygaena,Zygaena haberhaueri,36.2084,51.3734,F
Zygaena,Zygaena haberhaueri,36.2001,51.3261,F
Zygaena,Zygaena haberhaueri,38.0076,48.5384,F
Zygaena,Zygaena haberhaueri,38.8726,47.0271,F
Zygaena,Zygaena haberhaueri,38.4202,45.9827,F
Zygaena,Zygaena haberhaueri,38.5476,46.0468,F
Zygaena,Zygaena haberhaueri,36.5135,48.361,F
Zygaena,Zygaena haberhaueri,36.7974,46.9993,F
Zygaena,Zygaena haberhaueri,36.2216,51.5789,F
Zygaena,Zygaena haberhaueri,36.1422,51.2581,F
Zygaena,Zygaena haberhaueri,36.138,51.3107,F
Zygaena,Zygaena haberhaueri,36.2157,51.3743,F
Zygaena,Zygaena haberhaueri,36.23,51.4336,F
Zygaena,Zygaena haberhaueri,36.1778,51.5427,F
Zygaena,Zygaena haberhaueri,37.9966,48.5478,F
Zygaena,Zygaena haematina,33.2101,50.2698,F
Zygaena,Zygaena haematina,31.7578,51.5407,F
Zygaena,Zygaena haematina,31.423,51.5702,F
Zygaena,Zygaena haematina,31.4182,51.5316,F
Zygaena,Zygaena haematina,32.9005,50.0867,F
Zygaena,Zygaena haematina,34.0196,48.3178,F
Zygaena,Zygaena haematina,33.3664,49.2201,F
Zygaena,Zygaena haematina,33.3664,49.2201,F
Zygaena,Zygaena haematina,33.3664,49.2201,F
Zygaena,Zygaena haematina,33.3664,49.2201,F
Zygaena,Zygaena haematina,33.3664,49.2201,F
Zygaena,Zygaena haematina,33.3664,49.2201,F
Zygaena,Zygaena haematina,33.3664,49.2201,F
Zygaena,Zygaena haematina,33.3664,49.2201,F
Zygaena,Zygaena haematina,33.3664,49.2201,F
Zygaena,Zygaena haematina,33.3664,49.2201,F
Zygaena,Zygaena haematina,33.3664,49.2201,F
Zygaena,Zygaena haematina,32.9063,50.1087,F
Zygaena,Zygaena haematina,30.8946,52.5681,F
Zygaena,Zygaena haematina,31.8705,50.8831,F
Zygaena,Zygaena haematina,30.6813,51.6882,F
Zygaena,Zygaena haematina,33.0032,50.0639,F
Zygaena,Zygaena haematina,32.744,50,F
Zygaena,Zygaena haematina,32.744,50,F
Zygaena,Zygaena haematina,32.744,50,F
Zygaena,Zygaena haematina,32.744,50,F
Zygaena,Zygaena haematina,32.744,50,F
Zygaena,Zygaena haematina,32.744,50,F
Zygaena,Zygaena haematina,32.744,50,F
Zygaena,Zygaena haematina,32.744,50,F
Zygaena,Zygaena haematina,32.744,50,F
Zygaena,Zygaena haematina,32.744,50,F
Zygaena,Zygaena haematina,32.744,50,F
Zygaena,Zygaena haematina,32.744,50,F
Zygaena,Zygaena haematina,33.1202,50.4105,F
Zygaena,Zygaena haematina,31.097,51.2917,F
Zygaena,Zygaena haematina,30.884,51.5125,F
Zygaena,Zygaena haematina,30.2933,51.9196,F
Zygaena,Zygaena haematina,29.5834,51.9284,F
Zygaena,Zygaena haematina,29.6418,51.9374,F
Zygaena,Zygaena haematina,29.6418,51.9374,F
Zygaena,Zygaena haematina,29.6418,51.9374,F
Zygaena,Zygaena haematina,29.6418,51.9374,F
Zygaena,Zygaena haematina,29.6418,51.9374,F
Zygaena,Zygaena haematina,29.6418,51.9374,F
Zygaena,Zygaena haematina,29.6418,51.9374,F
Zygaena,Zygaena haematina,29.6418,51.9374,F
Zygaena,Zygaena haematina,29.6418,51.9374,F
Zygaena,Zygaena haematina,29.6418,51.9374,F
Zygaena,Zygaena haematina,29.6418,51.9374,F
Zygaena,Zygaena haematina,32.9838,50.1201,F
Zygaena,Zygaena haematina,30.6896,51.6341,F
Zygaena,Zygaena haematina,33.0167,49.9833,F
Zygaena,Zygaena haematina,32.9632,49.9244,F
Zygaena,Zygaena haematina,30.396,53.6263,F
Zygaena,Zygaena haematina,30.3922,51.9436,F
Zygaena,Zygaena haematina,30.3922,51.9436,F
Zygaena,Zygaena haematina,30.3922,51.9436,F
Zygaena,Zygaena haematina,30.3922,51.9436,F
Zygaena,Zygaena haematina,30.3922,51.9436,F
Zygaena,Zygaena haematina,30.3922,51.9436,F
Zygaena,Zygaena haematina,30.3922,51.9436,F
Zygaena,Zygaena haematina,30.3922,51.9436,F
Zygaena,Zygaena haematina,30.3922,51.9436,F
Zygaena,Zygaena haematina,30.3922,51.9436,F
Zygaena,Zygaena haematina,30.3922,51.9436,F
Zygaena,Zygaena haematina,30.3922,51.9436,F
Zygaena,Zygaena haematina,30.3559,51.9317,F
Zygaena,Zygaena haematina,30.2906,51.949,F
Zygaena,Zygaena haematina,30.2946,51.9228,F
Zygaena,Zygaena haematina,34.6426,50.0839,F
Zygaena,Zygaena haematina,34.6426,50.0839,F
Zygaena,Zygaena haematina,37.5852,44.6381,F
Zygaena,Zygaena haematina,33.904,48.5624,F
Zygaena,Zygaena haematina,32.95,50.65,F
Zygaena,Zygaena haematina,35.2749,46.1782,F
Zygaena,Zygaena haematina,33.8974,48.549,F
Zygaena,Zygaena kermanensis,30.3226,53.3011,T
Zygaena,Zygaena kermanensis,30.3226,53.3011,T
Zygaena,Zygaena kermanensis,30.3226,53.3011,T
Zygaena,Zygaena kermanensis,30.3226,53.3011,T
Zygaena,Zygaena kermanensis,30.3226,53.3011,T
Zygaena,Zygaena kermanensis,30.3226,53.3011,T
Zygaena,Zygaena kermanensis,30.3226,53.3011,T
Zygaena,Zygaena kermanensis,30.3226,53.3011,T
Zygaena,Zygaena kermanensis,30.3226,53.3011,T
Zygaena,Zygaena kermanensis,30.3226,53.3011,T
Zygaena,Zygaena kermanensis,30.3226,53.3011,T
Zygaena,Zygaena kermanensis,29.205,54.4676,T
Zygaena,Zygaena kermanensis,29.2582,57.2407,T
Zygaena,Zygaena kermanensis,28.8871,56.4154,T
Zygaena,Zygaena kermanensis,29.3936,56.0795,T
Zygaena,Zygaena kermanensis,29.8734,55.752,T
Zygaena,Zygaena kermanensis,30.1395,57.4085,T
Zygaena,Zygaena kermanensis,30.7068,57.0044,T
Zygaena,Zygaena kermanensis,30.8916,52.6231,T
Zygaena,Zygaena kermanensis,29.887,56.1599,T
Zygaena,Zygaena kermanensis,29.836,56.0732,T
Zygaena,Zygaena kermanensis,29.836,56.0732,T
Zygaena,Zygaena kermanensis,29.836,56.0732,T
Zygaena,Zygaena kermanensis,29.836,56.0732,T
Zygaena,Zygaena kermanensis,29.836,56.0732,T
Zygaena,Zygaena kermanensis,29.836,56.0732,T
Zygaena,Zygaena kermanensis,29.836,56.0732,T
Zygaena,Zygaena kermanensis,29.836,56.0732,T
Zygaena,Zygaena kermanensis,29.836,56.0732,T
Zygaena,Zygaena kermanensis,29.836,56.0732,T
Zygaena,Zygaena kermanensis,29.836,56.0732,T
Zygaena,Zygaena kermanensis,29.2793,56.2428,T
Zygaena,Zygaena kermanensis,31.6251,54.1365,T
Zygaena,Zygaena kermanensis,29.1365,57.4393,T
Zygaena,Zygaena kermanensis,28.9326,56.638,T
Zygaena,Zygaena kermanensis,30.5997,54.9191,T
Zygaena,Zygaena kermanensis,30.7063,57.0087,T
Zygaena,Zygaena kermanensis,29.8748,55.7529,T
Zygaena,Zygaena kermanensis,29.6049,56.6676,T
Zygaena,Zygaena kermanensis,30.1787,55.4384,T
Zygaena,Zygaena kermanensis,30.7749,53.1691,T
Zygaena,Zygaena kermanensis,30.7749,53.1691,T
Zygaena,Zygaena kermanensis,30.7749,53.1691,T
Zygaena,Zygaena kermanensis,30.7749,53.1691,T
Zygaena,Zygaena kermanensis,30.7749,53.1691,T
Zygaena,Zygaena kermanensis,30.7749,53.1691,T
Zygaena,Zygaena kermanensis,30.7749,53.1691,T
Zygaena,Zygaena kermanensis,30.7749,53.1691,T
Zygaena,Zygaena kermanensis,30.7749,53.1691,T
Zygaena,Zygaena kermanensis,30.7749,53.1691,T
Zygaena,Zygaena kermanensis,30.7749,53.1691,T
Zygaena,Zygaena kermanensis,29.1965,52.8997,T
Zygaena,Zygaena kermanensis,30.3103,53.9523,T
Zygaena,Zygaena kermanensis,30.9139,53.004,T
Zygaena,Zygaena kermanensis,29.2282,54.4799,T
Zygaena,Zygaena kermanensis,29.0797,54.0146,T
Zygaena,Zygaena kermanensis,28.8485,54.581,T
Zygaena,Zygaena kermanensis,31.3113,52.5141,T
Zygaena,Zygaena kermanensis,30.1716,57.3895,T
Zygaena,Zygaena kermanensis,28.8488,54.577,T
Zygaena,Zygaena lonicerae,38.8514,46.9922,F
Zygaena,Zygaena lonicerae,38.8641,47.0407,F
Zygaena,Zygaena loti,36.6364,50.4326,F
Zygaena,Zygaena loti,38.8631,46.925,F
Zygaena,Zygaena loti,38.8514,46.9922,F
Zygaena,Zygaena loti,38.4286,48.5819,F
Zygaena,Zygaena loti,36.6465,50.4299,F
Zygaena,Zygaena loti,36.6322,50.424,F
Zygaena,Zygaena loti,36.8631,50.4549,F
Zygaena,Zygaena loti,38.8561,46.8601,F
Zygaena,Zygaena loti,36.8281,49.8101,F
Zygaena,Zygaena loti,36.4363,51.3383,F
Zygaena,Zygaena loti,36.2187,53.5978,F
Zygaena,Zygaena loti,36.5062,51.162,F
Zygaena,Zygaena loti,36.1946,51.3438,F
Zygaena,Zygaena loti,36.25,51.2833,F
Zygaena,Zygaena loti,36.3167,51.5667,F
Zygaena,Zygaena loti,36.3837,51.7072,F
Zygaena,Zygaena loti,36.148,51.3058,F
Zygaena,Zygaena loti,36.8669,50.5058,F
Zygaena,Zygaena loti,36.0773,45.9855,F
Zygaena,Zygaena loti,36.2157,51.3743,F
Zygaena,Zygaena mana,38.4286,48.5819,F
Zygaena,Zygaena mana,38.4286,48.5819,F
Zygaena,Zygaena mana,38.4286,48.5819,F
Zygaena,Zygaena mana,38.4286,48.5819,F
Zygaena,Zygaena mana,38.4286,48.5819,F
Zygaena,Zygaena mana,38.4286,48.5819,F
Zygaena,Zygaena mana,38.4286,48.5819,F
Zygaena,Zygaena mana,38.4286,48.5819,F
Zygaena,Zygaena mana,38.4286,48.5819,F
Zygaena,Zygaena mana,38.4286,48.5819,F
Zygaena,Zygaena mana,38.4286,48.5819,F
Zygaena,Zygaena manlia,36.5416,54.4921,T
Zygaena,Zygaena manlia,36.1489,51.268,T
Zygaena,Zygaena manlia,36.5508,54.6361,T
Zygaena,Zygaena manlia,28.6064,61.0771,T
Zygaena,Zygaena manlia,36.0617,51.3938,T
Zygaena,Zygaena manlia,36.1326,51.3141,T
Zygaena,Zygaena manlia,36.5657,54.5203,T
Zygaena,Zygaena manlia,36.5333,54.4333,T
Zygaena,Zygaena minos,36.8667,55.4167,F
Zygaena,Zygaena mirzayansi,31.423,51.5702,T
Zygaena,Zygaena mirzayansi,31.4182,51.5316,T
Zygaena,Zygaena mirzayansi,31.4182,51.5316,T
Zygaena,Zygaena mirzayansi,31.4182,51.5316,T
Zygaena,Zygaena mirzayansi,31.4182,51.5316,T
Zygaena,Zygaena mirzayansi,31.4182,51.5316,T
Zygaena,Zygaena mirzayansi,31.4182,51.5316,T
Zygaena,Zygaena mirzayansi,31.4182,51.5316,T
Zygaena,Zygaena mirzayansi,31.4182,51.5316,T
Zygaena,Zygaena mirzayansi,31.4182,51.5316,T
Zygaena,Zygaena mirzayansi,31.4182,51.5316,T
Zygaena,Zygaena mirzayansi,31.4182,51.5316,T
Zygaena,Zygaena mirzayansi,32.9005,50.0867,T
Zygaena,Zygaena mirzayansi,32.2128,51.093,T
Zygaena,Zygaena mirzayansi,30.3632,53.5245,T
Zygaena,Zygaena naumanni,33.1728,50.3973,T
Zygaena,Zygaena naumanni,33.1728,50.3973,T
Zygaena,Zygaena naumanni,33.1728,50.3973,T
Zygaena,Zygaena naumanni,33.1728,50.3973,T
Zygaena,Zygaena naumanni,33.1728,50.3973,T
Zygaena,Zygaena naumanni,33.1728,50.3973,T
Zygaena,Zygaena naumanni,33.1728,50.3973,T
Zygaena,Zygaena naumanni,33.1728,50.3973,T
Zygaena,Zygaena naumanni,33.1728,50.3973,T
Zygaena,Zygaena naumanni,33.1728,50.3973,T
Zygaena,Zygaena naumanni,33.1728,50.3973,T
Zygaena,Zygaena naumanni,34.0196,48.3178,T
Zygaena,Zygaena naumanni,34.0196,48.3178,T
Zygaena,Zygaena naumanni,34.0196,48.3178,T
Zygaena,Zygaena naumanni,34.0196,48.3178,T
Zygaena,Zygaena naumanni,34.0196,48.3178,T
Zygaena,Zygaena naumanni,34.0196,48.3178,T
Zygaena,Zygaena naumanni,34.0196,48.3178,T
Zygaena,Zygaena naumanni,34.0196,48.3178,T
Zygaena,Zygaena naumanni,34.0196,48.3178,T
Zygaena,Zygaena naumanni,34.0196,48.3178,T
Zygaena,Zygaena naumanni,34.0196,48.3178,T
Zygaena,Zygaena naumanni,32.1579,50.1857,T
Zygaena,Zygaena naumanni,32.746,49.9686,T
Zygaena,Zygaena naumanni,32.9524,50.053,T
Zygaena,Zygaena naumanni,32.7443,49.9668,T
Zygaena,Zygaena naumanni,32.9685,49.9261,T
Zygaena,Zygaena naumanni,32.9222,50.0511,T
Zygaena,Zygaena naumanni,32.99,50.0676,T
Zygaena,Zygaena naumanni,31.8794,50.8735,T
